F_hz,Pin_dBm,Pout_DBm,Kof_db,CableLoss_dB,ts
3400000000.0,-30,-32.793699503420214,2.793699503420214,0.0,1764535897.9649906
3500000000.0,-30,-31.95407668117805,1.9540766811780514,0.0,1764535898.0152023
3600000000.0,-30,-35.367657084882595,5.367657084882595,0.0,1764535898.065438
